,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
68,Love Hurts,0.724,0.45,4.0,-5.763,0.0,0.0497,0.0315,1.42e-05,0.111,0.464,140.978,audio_features,3K6U7TamNyVSWcFH8pCQHX,spotify:track:3K6U7TamNyVSWcFH8pCQHX,https://api.spotify.com/v1/tracks/3K6U7TamNyVSWcFH8pCQHX,https://api.spotify.com/v1/audio-analysis/3K6U7TamNyVSWcFH8pCQHX,180560.0,4.0
69,More Than a Feeling,0.377,0.681,7.0,-8.039,1.0,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,1QEEqeFIZktqIpPI4jSVSF,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133.0,4.0
70,My Favourite Game,0.586,0.777,5.0,-6.185,0.0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,audio_features,0Ui05Ov0s4PnRc4JI3Pilg,spotify:track:0Ui05Ov0s4PnRc4JI3Pilg,https://api.spotify.com/v1/tracks/0Ui05Ov0s4PnRc4JI3Pilg,https://api.spotify.com/v1/audio-analysis/0Ui05Ov0s4PnRc4JI3Pilg,220468.0,4.0
71,Paranoid Android,0.251,0.848,5.0,-6.501,1.0,0.0579,0.0377,0.00591,0.0545,0.207,163.709,audio_features,6LgJvl0Xdtc73RJ1mmpotq,spotify:track:6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/tracks/6LgJvl0Xdtc73RJ1mmpotq,https://api.spotify.com/v1/audio-analysis/6LgJvl0Xdtc73RJ1mmpotq,387213.0,4.0
72,Polly,0.83,0.382,2.0,-11.231,0.0,0.0566,0.884,0.301,0.11,0.54,121.12,audio_features,3tlXDvaNrrOmdvG0XVUOcv,spotify:track:3tlXDvaNrrOmdvG0XVUOcv,https://api.spotify.com/v1/tracks/3tlXDvaNrrOmdvG0XVUOcv,https://api.spotify.com/v1/audio-analysis/3tlXDvaNrrOmdvG0XVUOcv,173853.0,4.0
73,Pony,0.749,0.605,8.0,-9.359,0.0,0.086,0.00186,0.0381,0.115,0.966,142.024,audio_features,6mz1fBdKATx6qP4oP1I65G,spotify:track:6mz1fBdKATx6qP4oP1I65G,https://api.spotify.com/v1/tracks/6mz1fBdKATx6qP4oP1I65G,https://api.spotify.com/v1/audio-analysis/6mz1fBdKATx6qP4oP1I65G,251733.0,4.0
74,Punching In A Dream,0.473,0.883,6.0,-3.65,1.0,0.047,0.00201,0.000967,0.142,0.164,115.048,audio_features,5PtEpuVX03k9bOUwilL5EO,spotify:track:5PtEpuVX03k9bOUwilL5EO,https://api.spotify.com/v1/tracks/5PtEpuVX03k9bOUwilL5EO,https://api.spotify.com/v1/audio-analysis/5PtEpuVX03k9bOUwilL5EO,238133.0,4.0
75,Purple Haze,0.533,0.905,2.0,-5.27,1.0,0.0754,0.00876,0.578,0.0698,0.486,108.9,audio_features,0wJoRiX5K5BxlqZTolB2LD,spotify:track:0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/tracks/0wJoRiX5K5BxlqZTolB2LD,https://api.spotify.com/v1/audio-analysis/0wJoRiX5K5BxlqZTolB2LD,170813.0,4.0
76,Pursuit Of Happiness (nightmare),0.63,0.605,0.0,-8.951,1.0,0.0414,0.484,9.29e-05,0.298,0.266,115.277,audio_features,5iSEsR6NKjlC9SrIJkyL3k,spotify:track:5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/tracks/5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/audio-analysis/5iSEsR6NKjlC9SrIJkyL3k,295293.0,4.0
77,Rape Me,0.42,0.746,8.0,-10.628,1.0,0.0467,0.0141,0.0,0.0661,0.229,111.886,audio_features,5Rizj5FLb2AyNKu9esjYY6,spotify:track:5Rizj5FLb2AyNKu9esjYY6,https://api.spotify.com/v1/tracks/5Rizj5FLb2AyNKu9esjYY6,https://api.spotify.com/v1/audio-analysis/5Rizj5FLb2AyNKu9esjYY6,170000.0,4.0
78,Roads,0.38,0.43,9.0,-12.564,1.0,0.0288,0.546,1.71e-05,0.188,0.547,82.204,audio_features,1QbOvACeYanja5pbnJbAmk,spotify:track:1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/tracks/1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/audio-analysis/1QbOvACeYanja5pbnJbAmk,197813.0,4.0
79,Roxanne,0.621,0.601,6.0,-5.616,0.0,0.148,0.0522,0.0,0.46,0.457,116.735,audio_features,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/tracks/696DnlkuDOXcMAnKlTgXXK,https://api.spotify.com/v1/audio-analysis/696DnlkuDOXcMAnKlTgXXK,163636.0,5.0
80,Running Up That Hill,0.625,0.533,10.0,-11.903,0.0,0.0596,0.659,0.00266,0.0546,0.139,108.296,audio_features,29d0nY7TzCoi22XBqDQkiP,spotify:track:29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/tracks/29d0nY7TzCoi22XBqDQkiP,https://api.spotify.com/v1/audio-analysis/29d0nY7TzCoi22XBqDQkiP,300840.0,4.0
81,Say Goodbye,0.591,0.935,6.0,-2.664,1.0,0.0478,0.000284,0.000278,0.142,0.736,140.043,audio_features,2NniAhAtkRACaMeYt48xlD,spotify:track:2NniAhAtkRACaMeYt48xlD,https://api.spotify.com/v1/tracks/2NniAhAtkRACaMeYt48xlD,https://api.spotify.com/v1/audio-analysis/2NniAhAtkRACaMeYt48xlD,247947.0,4.0
82,So Far Away,0.407,0.896,6.0,-2.935,1.0,0.063,0.012,0.0,0.196,0.156,138.697,audio_features,6FOpPA0a80RuBqqgDozvja,spotify:track:6FOpPA0a80RuBqqgDozvja,https://api.spotify.com/v1/tracks/6FOpPA0a80RuBqqgDozvja,https://api.spotify.com/v1/audio-analysis/6FOpPA0a80RuBqqgDozvja,243573.0,3.0
83,Something Good,0.648,0.833,0.0,-5.321,1.0,0.0327,0.00583,0.000787,0.178,0.64,119.935,audio_features,5yDX0yhtLyf0zEXEqXqyAa,spotify:track:5yDX0yhtLyf0zEXEqXqyAa,https://api.spotify.com/v1/tracks/5yDX0yhtLyf0zEXEqXqyAa,https://api.spotify.com/v1/audio-analysis/5yDX0yhtLyf0zEXEqXqyAa,164187.0,4.0
84,Sultans Of Swing,0.73,0.868,5.0,-7.325,1.0,0.0288,0.0632,0.0661,0.318,0.923,148.217,audio_features,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,350400.0,4.0
85,Sunday Bloody Sunday,0.543,0.944,6.0,-7.495,1.0,0.0543,0.402,0.000564,0.0373,0.735,101.174,audio_features,6C4LXC9UFH1IKiHYOp0BiJ,spotify:track:6C4LXC9UFH1IKiHYOp0BiJ,https://api.spotify.com/v1/tracks/6C4LXC9UFH1IKiHYOp0BiJ,https://api.spotify.com/v1/audio-analysis/6C4LXC9UFH1IKiHYOp0BiJ,279440.0,4.0
86,Take Five,0.554,0.485,0.0,-8.691,1.0,0.036,0.266,0.0,0.12,0.0952,126.02,audio_features,55OlGT0r7dPTNuBlZXOjeA,spotify:track:55OlGT0r7dPTNuBlZXOjeA,https://api.spotify.com/v1/tracks/55OlGT0r7dPTNuBlZXOjeA,https://api.spotify.com/v1/audio-analysis/55OlGT0r7dPTNuBlZXOjeA,239865.0,4.0
87,Toxicity,0.413,0.873,8.0,-4.151,1.0,0.0536,0.000264,0.00249,0.204,0.48,116.68,audio_features,0snQkGI5qnAmohLE7jTsTn,spotify:track:0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/tracks/0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/audio-analysis/0snQkGI5qnAmohLE7jTsTn,218933.0,3.0
88,Vertigo,0.785,0.846,5.0,-6.5,0.0,0.0433,0.0832,0.803,0.118,0.334,128.03,audio_features,0Cv7pfVZT1KjaqpylUsYQH,spotify:track:0Cv7pfVZT1KjaqpylUsYQH,https://api.spotify.com/v1/tracks/0Cv7pfVZT1KjaqpylUsYQH,https://api.spotify.com/v1/audio-analysis/0Cv7pfVZT1KjaqpylUsYQH,167510.0,4.0
89,Wake Me Up When September Ends,0.546,0.814,7.0,-5.146,1.0,0.0314,0.023,0.0,0.0972,0.146,104.98,audio_features,3ZffCQKLFLUvYM59XKLbVm,spotify:track:3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/tracks/3ZffCQKLFLUvYM59XKLbVm,https://api.spotify.com/v1/audio-analysis/3ZffCQKLFLUvYM59XKLbVm,285653.0,4.0
90,Wheels,0.571,0.481,9.0,-7.179,1.0,0.0444,0.697,0.0,0.089,0.0807,113.753,audio_features,3EGW6TGGbdk6Ys1Y3HU3lj,spotify:track:3EGW6TGGbdk6Ys1Y3HU3lj,https://api.spotify.com/v1/tracks/3EGW6TGGbdk6Ys1Y3HU3lj,https://api.spotify.com/v1/audio-analysis/3EGW6TGGbdk6Ys1Y3HU3lj,205680.0,4.0
91,You Give Love A Bad Name,0.541,0.96,0.0,-2.947,0.0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,audio_features,0rmGAIH9LNJewFw7nKzZnc,spotify:track:0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc,222707.0,4.0
92,You Really Got Me,0.573,0.939,8.0,-6.441,1.0,0.0808,0.493,0.0,0.0994,0.963,137.382,audio_features,29SyMC0plk6qw8NMF7lfRL,spotify:track:29SyMC0plk6qw8NMF7lfRL,https://api.spotify.com/v1/tracks/29SyMC0plk6qw8NMF7lfRL,https://api.spotify.com/v1/audio-analysis/29SyMC0plk6qw8NMF7lfRL,134253.0,4.0
93,Bad Day,0.626,0.639,10.0,-5.62,1.0,0.085,0.0465,0.0,0.161,0.638,144.009,audio_features,17FK4etx1u2NK60cptINMS,spotify:track:17FK4etx1u2NK60cptINMS,https://api.spotify.com/v1/tracks/17FK4etx1u2NK60cptINMS,https://api.spotify.com/v1/audio-analysis/17FK4etx1u2NK60cptINMS,212783.0,4.0
94,Fade Away,0.74,0.072,3.0,-17.984,1.0,0.0713,0.981,0.00698,0.111,0.297,139.081,audio_features,2QzKAF0y1BQhxwg8N05Uog,spotify:track:2QzKAF0y1BQhxwg8N05Uog,https://api.spotify.com/v1/tracks/2QzKAF0y1BQhxwg8N05Uog,https://api.spotify.com/v1/audio-analysis/2QzKAF0y1BQhxwg8N05Uog,143080.0,4.0
95,Flaws,0.709,0.662,8.0,-4.55,1.0,0.0767,0.00966,0.0,0.108,0.439,150.047,audio_features,0flSGzqHO12p9fU9kqaHGE,spotify:track:0flSGzqHO12p9fU9kqaHGE,https://api.spotify.com/v1/tracks/0flSGzqHO12p9fU9kqaHGE,https://api.spotify.com/v1/audio-analysis/0flSGzqHO12p9fU9kqaHGE,218349.0,4.0
96,Follow Me,0.817,0.585,5.0,-4.688,1.0,0.0301,0.439,0.0,0.147,0.916,105.014,audio_features,4KoecuyOpZaNFZ0UqVsllc,spotify:track:4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/tracks/4KoecuyOpZaNFZ0UqVsllc,https://api.spotify.com/v1/audio-analysis/4KoecuyOpZaNFZ0UqVsllc,218440.0,4.0
97,Here Comes Your Man,0.669,0.795,2.0,-10.865,1.0,0.0285,0.00772,0.0781,0.401,0.882,124.594,audio_features,4IvZLDtwBHmBmwgDIUbuwa,spotify:track:4IvZLDtwBHmBmwgDIUbuwa,https://api.spotify.com/v1/tracks/4IvZLDtwBHmBmwgDIUbuwa,https://api.spotify.com/v1/audio-analysis/4IvZLDtwBHmBmwgDIUbuwa,201187.0,4.0
98,I Know,0.64,0.74,4.0,-4.083,1.0,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,6K4t31amVTZDgR3sKmwUJJ,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320.0,4.0
99,In Too Deep,0.568,0.844,9.0,-5.875,1.0,0.0505,0.000189,0.0,0.0607,0.766,116.046,audio_features,1HNE2PX70ztbEl6MLxrpNL,spotify:track:1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/tracks/1HNE2PX70ztbEl6MLxrpNL,https://api.spotify.com/v1/audio-analysis/1HNE2PX70ztbEl6MLxrpNL,207093.0,4.0
100,Live Forever,0.731,0.445,0.0,-8.418,1.0,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,audio_features,55n9yjI6qqXh5F2mYvUc2y,spotify:track:55n9yjI6qqXh5F2mYvUc2y,https://api.spotify.com/v1/tracks/55n9yjI6qqXh5F2mYvUc2y,https://api.spotify.com/v1/audio-analysis/55n9yjI6qqXh5F2mYvUc2y,247160.0,4.0
101,Mardy Bum,0.634,0.599,2.0,-5.447,1.0,0.0365,0.0288,0.0,0.197,0.312,112.215,audio_features,3geFzA6VBSNZUTmV3bCry6,spotify:track:3geFzA6VBSNZUTmV3bCry6,https://api.spotify.com/v1/tracks/3geFzA6VBSNZUTmV3bCry6,https://api.spotify.com/v1/audio-analysis/3geFzA6VBSNZUTmV3bCry6,175440.0,4.0
102,Naive,0.547,0.816,8.0,-6.165,0.0,0.0624,0.0688,0.0,0.127,0.722,102.765,audio_features,2RUhtNBh43RtSg0WBPPq3m,spotify:track:2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/tracks/2RUhtNBh43RtSg0WBPPq3m,https://api.spotify.com/v1/audio-analysis/2RUhtNBh43RtSg0WBPPq3m,203507.0,4.0
103,Recover,0,0.032,1.0,-30.704,1.0,0.0,0.916,0.202,0.103,0.0,0.0,audio_features,5pGBDKBaR63vuJ4g8ialcU,spotify:track:5pGBDKBaR63vuJ4g8ialcU,https://api.spotify.com/v1/tracks/5pGBDKBaR63vuJ4g8ialcU,https://api.spotify.com/v1/audio-analysis/5pGBDKBaR63vuJ4g8ialcU,63000.0,0.0
104,Same Love - feat. Mary Lambert,0.668,0.529,8.0,-9.498,1.0,0.246,0.514,0.0,0.123,0.308,85.031,audio_features,6rLNXRpMGdmlx6GoqzfxW0,spotify:track:6rLNXRpMGdmlx6GoqzfxW0,https://api.spotify.com/v1/tracks/6rLNXRpMGdmlx6GoqzfxW0,https://api.spotify.com/v1/audio-analysis/6rLNXRpMGdmlx6GoqzfxW0,315759.0,4.0
105,Sex,0.665,0.678,5.0,-4.122,0.0,0.0315,0.00156,0.0,0.474,0.682,131.986,audio_features,50eJOxJiGmJ7PBZaTKpje1,spotify:track:50eJOxJiGmJ7PBZaTKpje1,https://api.spotify.com/v1/tracks/50eJOxJiGmJ7PBZaTKpje1,https://api.spotify.com/v1/audio-analysis/50eJOxJiGmJ7PBZaTKpje1,122570.0,4.0
106,Shine On,0.705,0.717,8.0,-7.498,0.0,0.223,0.0161,0.0,0.381,0.575,76.994,audio_features,7f0jidOh8lBPZRZpANOEER,spotify:track:7f0jidOh8lBPZRZpANOEER,https://api.spotify.com/v1/tracks/7f0jidOh8lBPZRZpANOEER,https://api.spotify.com/v1/audio-analysis/7f0jidOh8lBPZRZpANOEER,125017.0,4.0
107,The Last Time,0.844,0.533,1.0,-9.612,1.0,0.552,0.0735,3.46e-06,0.0953,0.23,140.078,audio_features,240audWazVjwvwh7XwfSZE,spotify:track:240audWazVjwvwh7XwfSZE,https://api.spotify.com/v1/tracks/240audWazVjwvwh7XwfSZE,https://api.spotify.com/v1/audio-analysis/240audWazVjwvwh7XwfSZE,156081.0,4.0
108,There She Goes,0.536,0.854,7.0,-6.907,1.0,0.0298,0.0129,0.743,0.156,0.905,122.733,audio_features,0SMkzFGJOBFDI9KfYD55L0,spotify:track:0SMkzFGJOBFDI9KfYD55L0,https://api.spotify.com/v1/tracks/0SMkzFGJOBFDI9KfYD55L0,https://api.spotify.com/v1/audio-analysis/0SMkzFGJOBFDI9KfYD55L0,162160.0,4.0
109,Trumpets,0.635,0.691,0.0,-4.862,1.0,0.258,0.555,0.0,0.097,0.638,82.142,audio_features,5KONnBIQ9LqCxyeSPin26k,spotify:track:5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/tracks/5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/audio-analysis/5KONnBIQ9LqCxyeSPin26k,217419.0,4.0
110,When The Sun Goes Down,0.798,0.741,9.0,-6.802,1.0,0.0284,0.0432,3e-06,0.252,0.708,104.945,audio_features,5vLonpxn4VN0A8GtQOBSG0,spotify:track:5vLonpxn4VN0A8GtQOBSG0,https://api.spotify.com/v1/tracks/5vLonpxn4VN0A8GtQOBSG0,https://api.spotify.com/v1/audio-analysis/5vLonpxn4VN0A8GtQOBSG0,290560.0,4.0
111,Every Breath You Take,0.82,0.452,1.0,-9.796,1.0,0.0348,0.543,0.00294,0.0714,0.74,117.401,audio_features,1JSTJqkT5qHq8MDJnJbRE1,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/tracks/1JSTJqkT5qHq8MDJnJbRE1,https://api.spotify.com/v1/audio-analysis/1JSTJqkT5qHq8MDJnJbRE1,253920.0,4.0
112,Gun,0.897,0.662,1.0,-6.903,0.0,0.292,0.0852,0.0,0.534,0.389,112.511,audio_features,78QR3Wp35dqAhFEc2qAGjE,spotify:track:78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/tracks/78QR3Wp35dqAhFEc2qAGjE,https://api.spotify.com/v1/audio-analysis/78QR3Wp35dqAhFEc2qAGjE,145543.0,4.0
113,On Fire,0.542,0.905,9.0,-5.653,1.0,0.054,0.00172,0.0104,0.136,0.374,153.398,audio_features,0ntQJM78wzOLVeCUAW7Y45,spotify:track:0ntQJM78wzOLVeCUAW7Y45,https://api.spotify.com/v1/tracks/0ntQJM78wzOLVeCUAW7Y45,https://api.spotify.com/v1/audio-analysis/0ntQJM78wzOLVeCUAW7Y45,203347.0,4.0
114,White Flag,0.584,0.206,7.0,-14.359,1.0,0.0341,0.86,4.04e-06,0.0995,0.335,75.147,audio_features,7kSnepoeA7BZwAtBWhH1Yu,spotify:track:7kSnepoeA7BZwAtBWhH1Yu,https://api.spotify.com/v1/tracks/7kSnepoeA7BZwAtBWhH1Yu,https://api.spotify.com/v1/audio-analysis/7kSnepoeA7BZwAtBWhH1Yu,223382.0,4.0
115,Amazing,0.719,0.461,8.0,-8.191,1.0,0.0454,0.279,0.0,0.0875,0.548,123.915,audio_features,6FtIK0IkmG33lKbc1pyAlZ,spotify:track:6FtIK0IkmG33lKbc1pyAlZ,https://api.spotify.com/v1/tracks/6FtIK0IkmG33lKbc1pyAlZ,https://api.spotify.com/v1/audio-analysis/6FtIK0IkmG33lKbc1pyAlZ,209200.0,4.0
116,Call Your Girlfriend,0.599,0.887,8.0,-2.377,1.0,0.11,0.00101,0.0545,0.0716,0.461,125.097,audio_features,2sCoROOlNQyFpRQEe6A5lv,spotify:track:2sCoROOlNQyFpRQEe6A5lv,https://api.spotify.com/v1/tracks/2sCoROOlNQyFpRQEe6A5lv,https://api.spotify.com/v1/audio-analysis/2sCoROOlNQyFpRQEe6A5lv,227347.0,4.0
117,Last Night,0.646,0.816,6.0,-2.65,1.0,0.0269,0.00496,0.0,0.179,0.865,102.972,audio_features,3SeeaIXnrCfT88vHVCRWHl,spotify:track:3SeeaIXnrCfT88vHVCRWHl,https://api.spotify.com/v1/tracks/3SeeaIXnrCfT88vHVCRWHl,https://api.spotify.com/v1/audio-analysis/3SeeaIXnrCfT88vHVCRWHl,181991.0,4.0
118,Mountains,0.461,0.147,4.0,-14.022,1.0,0.033,0.918,0.000638,0.0846,0.267,78.809,audio_features,2CK9xYMVdmJMPKZyArVbt4,spotify:track:2CK9xYMVdmJMPKZyArVbt4,https://api.spotify.com/v1/tracks/2CK9xYMVdmJMPKZyArVbt4,https://api.spotify.com/v1/audio-analysis/2CK9xYMVdmJMPKZyArVbt4,193800.0,1.0
119,Take It Back,0.441,0.802,0.0,-6.411,1.0,0.0305,0.0104,6.25e-05,0.123,0.783,148.023,audio_features,2w7O4XCRoIJrwF1NqKL9TM,spotify:track:2w7O4XCRoIJrwF1NqKL9TM,https://api.spotify.com/v1/tracks/2w7O4XCRoIJrwF1NqKL9TM,https://api.spotify.com/v1/audio-analysis/2w7O4XCRoIJrwF1NqKL9TM,218356.0,4.0
120,Better Man,0.514,0.836,5.0,-3.663,1.0,0.0381,0.112,0.0,0.0878,0.501,143.888,audio_features,23TxRN09aR1RB0G0tFoT0b,spotify:track:23TxRN09aR1RB0G0tFoT0b,https://api.spotify.com/v1/tracks/23TxRN09aR1RB0G0tFoT0b,https://api.spotify.com/v1/audio-analysis/23TxRN09aR1RB0G0tFoT0b,263120.0,4.0
121,Need You Now,0.587,0.622,4.0,-5.535,1.0,0.0303,0.0927,0.000636,0.2,0.231,107.943,audio_features,11EX5yhxr9Ihl3IN1asrfK,spotify:track:11EX5yhxr9Ihl3IN1asrfK,https://api.spotify.com/v1/tracks/11EX5yhxr9Ihl3IN1asrfK,https://api.spotify.com/v1/audio-analysis/11EX5yhxr9Ihl3IN1asrfK,277573.0,4.0
122,Wild World,0.48,0.542,0.0,-8.51,1.0,0.0348,0.345,0.000609,0.113,0.567,152.853,audio_features,7mjSHL2Eb0kAwiKbvNNyD9,spotify:track:7mjSHL2Eb0kAwiKbvNNyD9,https://api.spotify.com/v1/tracks/7mjSHL2Eb0kAwiKbvNNyD9,https://api.spotify.com/v1/audio-analysis/7mjSHL2Eb0kAwiKbvNNyD9,200560.0,4.0
123,Another Love,0.445,0.537,4.0,-8.532,0.0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,audio_features,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/tracks/3JvKfv6T31zO0ini8iNItO,https://api.spotify.com/v1/audio-analysis/3JvKfv6T31zO0ini8iNItO,244360.0,4.0
124,Bad,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747.0,4.0
125,Better,0.717,0.671,0.0,-5.077,0.0,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,audio_features,6f5ExP43esnvdKPddwKXJH,spotify:track:6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/tracks/6f5ExP43esnvdKPddwKXJH,https://api.spotify.com/v1/audio-analysis/6f5ExP43esnvdKPddwKXJH,160657.0,4.0
126,Dangerous,0.736,0.67,10.0,-6.702,1.0,0.311,0.186,0.0,0.114,0.845,130.032,audio_features,5wujBwqG7INdStqGd4tRMX,spotify:track:5wujBwqG7INdStqGd4tRMX,https://api.spotify.com/v1/tracks/5wujBwqG7INdStqGd4tRMX,https://api.spotify.com/v1/audio-analysis/5wujBwqG7INdStqGd4tRMX,169999.0,4.0
127,Drive By,0.765,0.837,1.0,-3.113,0.0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,audio_features,0KAiuUOrLTIkzkpfpn9jb9,spotify:track:0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/tracks/0KAiuUOrLTIkzkpfpn9jb9,https://api.spotify.com/v1/audio-analysis/0KAiuUOrLTIkzkpfpn9jb9,195973.0,4.0
128,Fast Car,0.711,0.292,4.0,-15.523,0.0,0.037,0.313,0.0,0.131,0.194,103.951,audio_features,2M9ro2krNb7nr7HSprkEgo,spotify:track:2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/tracks/2M9ro2krNb7nr7HSprkEgo,https://api.spotify.com/v1/audio-analysis/2M9ro2krNb7nr7HSprkEgo,296800.0,4.0
129,Feel so Close - Radio Edit,0.707,0.924,7.0,-2.842,1.0,0.031,0.000972,0.00703,0.204,0.919,127.937,audio_features,1gihuPhrLraKYrJMAEONyc,spotify:track:1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/audio-analysis/1gihuPhrLraKYrJMAEONyc,206413.0,4.0
130,Fields Of Gold,0.651,0.339,2.0,-11.917,1.0,0.0246,0.372,0.0141,0.0739,0.32,103.996,audio_features,0I1DJdLt9BKOb7GWmWxCjo,spotify:track:0I1DJdLt9BKOb7GWmWxCjo,https://api.spotify.com/v1/tracks/0I1DJdLt9BKOb7GWmWxCjo,https://api.spotify.com/v1/audio-analysis/0I1DJdLt9BKOb7GWmWxCjo,222120.0,4.0
131,I Don't Mind,0.87,0.464,4.0,-8.337,1.0,0.178,0.205,0.0,0.0902,0.457,112.974,audio_features,7aXuop4Qambx5Oi3ynsKQr,spotify:track:7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,251989.0,4.0
132,If You Wanna,0.456,0.863,3.0,-3.551,1.0,0.0894,0.133,0.0538,0.0553,0.532,135.962,audio_features,7nemcVsXVFZF01iqpIIo2Y,spotify:track:7nemcVsXVFZF01iqpIIo2Y,https://api.spotify.com/v1/tracks/7nemcVsXVFZF01iqpIIo2Y,https://api.spotify.com/v1/audio-analysis/7nemcVsXVFZF01iqpIIo2Y,301227.0,4.0
133,Landslide,0.414,0.161,7.0,-22.32,0.0,0.0318,0.883,0.000223,0.117,0.423,159.375,audio_features,5ihS6UUlyQAfmp48eSkxuQ,spotify:track:5ihS6UUlyQAfmp48eSkxuQ,https://api.spotify.com/v1/tracks/5ihS6UUlyQAfmp48eSkxuQ,https://api.spotify.com/v1/audio-analysis/5ihS6UUlyQAfmp48eSkxuQ,199493.0,4.0
134,Last Friday Night (T.G.I.F.),0.652,0.812,3.0,-3.797,0.0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,audio_features,3avYqdwHKEq8beXbeWCKqJ,spotify:track:3avYqdwHKEq8beXbeWCKqJ,https://api.spotify.com/v1/tracks/3avYqdwHKEq8beXbeWCKqJ,https://api.spotify.com/v1/audio-analysis/3avYqdwHKEq8beXbeWCKqJ,230733.0,4.0
135,Missing You,0.552,0.552,11.0,-9.736,0.0,0.0364,0.052,0.0,0.046,0.593,208.571,audio_features,1Qrdlkgg9I4J7r3P4kZNwr,spotify:track:1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/tracks/1Qrdlkgg9I4J7r3P4kZNwr,https://api.spotify.com/v1/audio-analysis/1Qrdlkgg9I4J7r3P4kZNwr,269760.0,4.0
136,Mushaboom,0.731,0.523,8.0,-8.731,1.0,0.0335,0.302,0.00204,0.0672,0.837,88.756,audio_features,66olzBxCgKlpFRB1LKH5pO,spotify:track:66olzBxCgKlpFRB1LKH5pO,https://api.spotify.com/v1/tracks/66olzBxCgKlpFRB1LKH5pO,https://api.spotify.com/v1/audio-analysis/66olzBxCgKlpFRB1LKH5pO,224507.0,4.0
